DNI,Nombre,Edad,Ciudad,Sueldo
18305828,Donna Shields                           ,55,Owensstad                ,2932.9
25329562,Jessica Smith                           ,48,Whiteton                 ,2128.86
20606973,Krista Hayes                            ,42,West Maryside            ,4919.59
21951897,Jonathan Miles                          ,64,West Sarafort            ,4169.13
34346183,Larry Franklin                          ,59,South Kristinastad       ,2588.02
23066476,Fred Jimenez                            ,22,West Amystad             ,4821.89
44788654,James Fisher                            ,24,North Robertoland        ,1752.7
52617331,Randy Miller                            ,49,Douglasport              ,2261.88
26052093,Sandra Kim                              ,80,Lake Jeff                ,4217.04
64188024,Aaron Cole                              ,56,Port Tanner              ,2345.64
22648121,Jeffery Charles                         ,28,Janicestad               ,3094.27
71332476,Amber Estes                             ,64,Larsontown               ,2656.13
71065712,Michael Floyd                           ,67,Cookhaven                ,1123.0
78539062,Beverly Evans                           ,27,Kimberlyberg             ,1688.92
15719047,Brian Welch                             ,70,New Betty                ,2737.24
51760770,Nicole Koch                             ,72,South Maria              ,3369.56
42137056,Heather Brown                           ,70,Lowemouth                ,4001.05
46256051,Paul Smith                              ,73,Bishophaven              ,3783.99
85748758,Kim Dixon                               ,79,Williamsberg             ,4815.21
20422690,Danielle Diaz                           ,72,South Brianport          ,1274.76
53279504,Alexander Mcpherson                     ,56,Jeremyborough            ,1289.18
26148381,Jill Lopez                              ,30,New Brandistad           ,1618.71
50934524,Nicole Bowen                            ,62,East Iantown             ,4438.9
73370776,Robert Rogers                           ,41,Jamesberg                ,3584.1
45179964,Carol Duran                             ,46,Owensstad                ,2739.17
47792568,Paul Morales                            ,34,Port Cody                ,1940.31
59649042,Bianca Wilson                           ,76,Mariabury                ,3997.7
92771485,Kathryn James                           ,57,Jameschester             ,4987.47
77728665,John Edwards                            ,49,New Johnathanville       ,3900.24
20823440,Alexandra Johnson                       ,35,East Kimberlymouth       ,4842.39
36262895,William Silva                           ,57,Williamsmouth            ,3062.08
23923225,Joseph Tran                             ,75,Port Paulfurt            ,1628.81
63622615,Jordan Brooks                           ,30,Michaelview              ,3093.09
49902823,David Atkins                            ,53,Adamsstad                ,1170.35
34004803,Elizabeth Jensen                        ,39,Freemanshire             ,2888.4
33714309,Brenda Mcfarland                        ,59,Port Steven              ,3562.7
80992828,Patricia Castro                         ,63,Deanland                 ,1336.23
96701204,Angela Cooper                           ,57,East Steven              ,1938.29
24193304,Chelsea Taylor                          ,74,North Timothybury        ,1680.91
73369399,Brandon Hill                            ,31,West Austin              ,3912.82
11165021,Michael Cooper                          ,18,Markmouth                ,3264.14
42418727,Janet Johnson                           ,43,Floreshaven              ,2360.05
67852743,Amanda Floyd                            ,28,New Donna                ,2561.02
60109362,Shannon Davis                           ,65,Lake Jennifer            ,2282.2
48094469,Brenda Brooks                           ,40,Williamborough           ,3184.55
51050200,Renee Knox                              ,67,Reynoldsmouth            ,2698.97
58307386,Yvonne Anderson                         ,59,East Leeton              ,3896.4
69626937,Ashley Morrison                         ,71,Sharonfurt               ,3360.24
83993198,Christopher Leach                       ,65,Brandyton                ,1099.74
53586910,Susan Rhodes                            ,27,Acostabury               ,4288.39
47494441,Amanda Aguilar                          ,38,Christinestad            ,2497.18
46844979,Cathy Smith                             ,51,Port Gavin               ,4548.88
98924864,Dr. Jessica Murphy MD                   ,44,Lake Ericstad            ,2345.21
14454642,Charles Crawford                        ,41,Port Matthew             ,3020.31
89527496,Javier Martinez                         ,52,East Manuelton           ,3850.78
60812208,Vincent Carter                          ,31,Lopezborough             ,1997.62
34071323,Hannah Vazquez                          ,78,West Joseph              ,4839.05
57479733,Brian Ryan                              ,77,Port Carolchester        ,2459.87
71384963,Kenneth Anderson                        ,46,Douglaston               ,2250.79
66625331,Anna Riley                              ,65,Mcfarlandton             ,1638.4
30954492,Timothy Christian                       ,46,North Erikfort           ,3044.74
30560154,John Alexander                          ,68,Stevensfort              ,3233.31
33739290,Sandra Kelly                            ,58,New Jordanbury           ,2146.19
22716145,Joseph Evans                            ,32,Kevinchester             ,1174.03
72552922,Bryan Simmons                           ,37,North Dianashire         ,2050.32
93999176,Kristine Fisher                         ,62,Washingtonchester        ,4756.17
40311157,Nicole Stewart                          ,43,Barronfort               ,2568.21
60786105,Mark Gordon                             ,67,South Mistyton           ,1177.63
19205476,Kelly Williamson                        ,40,Lake Sandra              ,4139.87
60356397,Natalie Walsh                           ,31,Nancyton                 ,2509.48
99637056,Brent Lee                               ,31,New Meganfurt            ,2441.85
73568918,Julie Simmons                           ,79,Russellburgh             ,3193.54
38988051,Barry Jennings                          ,25,West Ryanmouth           ,2247.29
97656185,Steve Pittman                           ,24,Brandonberg              ,4840.87
